"id","year","arousal","cohesivity","creativity","valence","group","life"
"1591721298-8107",1883,0.400591771313,0.508410525874,0.407110799279,0.53440418833,"Before","Novice Artist"
"1591721298-8108",1883,0.456870379353,0.471938933952,0.36325693474,0.348802774544,"Before","Novice Artist"
"1591721298-8109",1883,0.426442914487,0.531929856849,0.293893630334,0.400240818241,"Before","Novice Artist"
"1591721298-8110",1883,0.47539946482,0.412648012287,0.398137414822,0.281984588361,"Before","Novice Artist"
"1591721298-8111",1883,0.505373648346,0.626249469151,0.489288797778,0.569424423087,"Before","Novice Artist"
"1591721298-8112",1883,0.429315300661,0.445738196749,0.429393493437,0.528672112655,"Before","Novice Artist"
"1591721298-8113",1883,0.322514788674,0.573091408056,0.399329101059,0.466371752111,"Before","Novice Artist"
"1591721298-8114",1883,0.385670886069,0.704259134278,0.384749559038,0.5328657576,"Before","Novice Artist"
"1591721298-8115",1883,0.430745152558,0.467768294314,0.538353764009,0.33314295608,"Before","Novice Artist"
"1591721298-8116",1883,0.44634382852,0.533078132514,0.477983384963,0.384104631925,"Before","Novice Artist"
"1591721298-8117",1883,0.421317673998,0.501763919181,0.484518578763,0.426319541791,"Before","Novice Artist"
"1591721298-8118",1883,0.532853980284,0.527464444704,0.540330740908,0.435038414222,"Before","Novice Artist"
"1591721298-8119",1883,0.298917401159,0.498155640867,0.405109578765,0.404096863606,"Before","Novice Artist"
"1591721298-8120",1884,0.47716461598,0.535488634794,0.52002543508,0.456682489363,"Before","Peasant Painter"
"1591721298-8121",1884,0.54012782098,0.552786990191,0.481502148022,0.49146131951,"Before","Peasant Painter"
"1591721298-8122",1884,0.365120339689,0.600464614616,0.424359549053,0.530146732457,"Before","Peasant Painter"
"1591721298-8123",1884,0.463373682899,0.665565249582,0.546101319802,0.457647598286,"Before","Peasant Painter"
"1591721298-8124",1884,0.486707154278,0.473822873182,0.533733256452,0.394255698174,"Before","Peasant Painter"
"1591721298-8125",1884,0.504988832282,0.491796208426,0.463192144784,0.361407477541,"Before","Peasant Painter"
"1591721298-8126",1884,0.420524121014,0.509027032401,0.519292710129,0.416250717865,"Before","Peasant Painter"
"1591721298-8127",1884,0.403273750284,0.698829715409,0.412124800398,0.498938546853,"Before","Peasant Painter"
"1591721298-8128",1884,0.43875550259,0.540322862483,0.451457780103,0.330101196132,"Before","Peasant Painter"
"1591721298-8129",1884,0.465771207158,0.644471443377,0.484252663059,0.434613393715,"Before","Peasant Painter"
"1591721298-8130",1884,0.410174295469,0.540175550139,0.423843885128,0.503975217794,"Before","Peasant Painter"
"1591721298-8131",1884,0.567935716288,0.614993958649,0.496551868402,0.414891925801,"Before","Peasant Painter"
"1591721298-8132",1884,0.405630543109,0.57986552827,0.373646150007,0.502862159682,"Before","Peasant Painter"
"1591721298-8133",1884,0.496541694439,0.574116285032,0.560750527401,0.496500274196,"Before","Peasant Painter"
"1591721298-8134",1884,0.484883778997,0.566821330468,0.458846127786,0.396490214756,"Before","Peasant Painter"
"1591721298-8135",1884,0.499221463653,0.495731255984,0.460597431423,0.432729453913,"Before","Peasant Painter"
"1591721298-8136",1884,0.507074637318,0.498727515003,0.487530952639,0.427150163793,"Before","Peasant Painter"
"1591721298-8137",1884,0.502472455177,0.445941213962,0.495434530627,0.291377165154,"Before","Peasant Painter"
"1591721298-8138",1884,0.441235116244,0.579018121835,0.530135879571,0.435814420331,"Before","Peasant Painter"
"1591721298-8139",1884,0.384288365971,0.499598366649,0.428155737704,0.456530729115,"Before","Peasant Painter"
"1591721298-8140",1884,0.417982907529,0.564673941188,0.489787067714,0.472453943863,"Before","Peasant Painter"
"1591721298-8141",1884,0.525044024514,0.720672083958,0.496793781558,0.504283616185,"Before","Peasant Painter"
"1591721298-8142",1884,0.490726389912,0.628541160594,0.503783848066,0.430653977092,"Before","Peasant Painter"
"1591721298-8143",1884,0.490137995609,0.605109909265,0.503125784872,0.432515966523,"Before","Peasant Painter"
"1591721298-8144",1884,0.457368734126,0.54640100981,0.50999497686,0.514071623983,"Before","Peasant Painter"
"1591721298-8145",1884,0.438673633747,0.405781880124,0.478243316759,0.241026932181,"Before","Peasant Painter"
"1591721298-8146",1884,0.578799742593,0.718922802949,0.611793491803,0.674130989054,"Before","Peasant Painter"
"1591721298-8147",1884,0.482069926696,0.505879612022,0.530813209863,0.494833413162,"Before","Peasant Painter"
"1591721298-8147",1885,0.482069926696,0.505879612022,0.530813209863,0.494833413162,"Before","Peasant Painter"
"1591721298-8148",1884,0.467148370203,0.516004711356,0.532335646715,0.418435086048,"Before","Peasant Painter"
"1591721298-8148",1885,0.467148370203,0.516004711356,0.532335646715,0.418435086048,"Before","Peasant Painter"
"1591721298-8149",1884,0.460278743377,0.554140469696,0.48221727937,0.470664827261,"Before","Peasant Painter"
"1591721298-8150",1884,0.440844006149,0.528231274318,0.477927886785,0.446555183233,"Before","Peasant Painter"
"1591721298-8151",1884,0.528439239503,0.50894090258,0.439724675413,0.440311035111,"Before","Peasant Painter"
"1591721298-8152",1884,0.443321947866,0.542390838967,0.494632585923,0.544240191588,"Before","Peasant Painter"
"1591721298-8153",1884,0.497945126495,0.484357464077,0.403071675764,0.458482342592,"Before","Peasant Painter"
"1591721298-8154",1884,0.396144897296,0.47635958817,0.333738942322,0.468910784703,"Before","Peasant Painter"
"1591721298-8155",1884,0.467222420398,0.558469173825,0.366335496873,0.418176298104,"Before","Peasant Painter"
"1591721298-8156",1884,0.386023283108,0.616695748075,0.423037016706,0.491333827588,"Before","Peasant Painter"
"1591721298-8157",1884,0.451155644438,0.537165955238,0.376684009179,0.445559343965,"Before","Peasant Painter"
"1591721298-8158",1884,0.415646277627,0.559189187894,0.358149749408,0.424246100886,"Before","Peasant Painter"
"1591721298-8159",1884,0.441256411551,0.567575232336,0.373722190077,0.361554451134,"Before","Peasant Painter"
"1591721298-8160",1884,0.444172860938,0.593565785603,0.39817108784,0.458907052717,"Before","Peasant Painter"
"1591721298-8161",1884,0.429351609362,0.632768131816,0.364667631372,0.496913532347,"Before","Peasant Painter"
"1591721298-8162",1884,0.482156719124,0.505116537181,0.405759231691,0.389633445936,"Before","Peasant Painter"
"1591721298-8163",1884,0.431039836396,0.54896839782,0.375397620735,0.466025889525,"Before","Peasant Painter"
"1591721298-8164",1884,0.391942309398,0.582994732255,0.399674160472,0.412229225869,"Before","Peasant Painter"
"1591721298-8165",1884,0.395975766893,0.496580536328,0.490848307059,0.39246943388,"Before","Peasant Painter"
"1591721298-8166",1884,0.465054380383,0.533300368891,0.467344038362,0.475542670866,"Before","Peasant Painter"
"1591721298-8167",1884,0.471803724345,0.612829832266,0.39939708225,0.406572281594,"Before","Peasant Painter"
"1591721298-8168",1884,0.480640506125,0.491755723003,0.503116871093,0.372602683676,"Before","Peasant Painter"
"1591721298-8169",1884,0.5149892655,0.439676804611,0.481512390945,0.349281198077,"Before","Peasant Painter"
"1591721298-8170",1884,0.472143156597,0.46176345892,0.415894549534,0.330336530062,"Before","Peasant Painter"
"1591721298-8171",1884,0.464188820118,0.508185169946,0.410134326275,0.401731109912,"Before","Peasant Painter"
"1591721298-8172",1884,0.484581145322,0.489398724511,0.473072418223,0.288439836623,"Before","Peasant Painter"
"1591721298-8173",1884,0.524017349822,0.585861568506,0.513914203307,0.363105953382,"Before","Peasant Painter"
"1591721298-8174",1884,0.471115227926,0.437117168817,0.390288465425,0.264844767905,"Before","Peasant Painter"
"1591721298-8175",1884,0.475392574131,0.337006683863,0.398154929419,0.31881804122,"Before","Peasant Painter"
"1591721298-8175",1885,0.475392574131,0.337006683863,0.398154929419,0.31881804122,"Before","Peasant Painter"
"1591721298-8176",1884,0.4459432661,0.605608826638,0.344005192021,0.370614671308,"Before","Peasant Painter"
"1591721298-8176",1885,0.4459432661,0.605608826638,0.344005192021,0.370614671308,"Before","Peasant Painter"
"1591721298-8177",1884,0.518305626259,0.492085016217,0.348889112308,0.273912315277,"Before","Peasant Painter"
"1591721298-8177",1885,0.518305626259,0.492085016217,0.348889112308,0.273912315277,"Before","Peasant Painter"
"1591721298-8178",1884,0.432148269118,0.658417483072,0.401551792694,0.37348686046,"Before","Peasant Painter"
"1591721298-8178",1885,0.432148269118,0.658417483072,0.401551792694,0.37348686046,"Before","Peasant Painter"
"1591721298-8179",1885,0.495052812007,0.496734412945,0.443404350973,0.274983666074,"Before","Peasant Painter"
"1591721298-8180",1885,0.467494649862,0.51500625192,0.418910410842,0.346728628782,"Before","Peasant Painter"
"1591721298-8181",1885,0.447841027401,0.507739939316,0.389759574233,0.372092752283,"Before","Peasant Painter"
"1591721298-8182",1885,0.499544537291,0.473907534453,0.445684356537,0.342541834688,"Before","Peasant Painter"
"1591721298-8183",1885,0.508768258427,0.455048632933,0.395515978271,0.268279869239,"Before","Peasant Painter"
"1591721298-8184",1885,0.489068156899,0.633484440178,0.355370892341,0.399623387916,"Before","Peasant Painter"
"1591721298-8185",1885,0.456843195577,0.53282081708,0.48160162186,0.463075007422,"Before","Peasant Painter"
"1591721298-8186",1885,0.456643068134,0.465803518285,0.490177697634,0.453710313439,"Before","Peasant Painter"
"1591721298-8187",1885,0.49769861005,0.572689732129,0.507224782152,0.492349491472,"Before","Peasant Painter"
"1591721298-8188",1885,0.470439234763,0.601033466897,0.49178676298,0.493908581341,"Before","Peasant Painter"
"1591721298-8189",1885,0.462640700957,0.549408575304,0.443842376959,0.35551323704,"Before","Peasant Painter"
"1591721298-8190",1885,0.477298302055,0.530503399438,0.444520228309,0.416274625193,"Before","Peasant Painter"
"1591721298-8191",1885,0.480213669696,0.53309486062,0.433771919735,0.353337977661,"Before","Peasant Painter"
"1591721298-8192",1885,0.524358850106,0.462154440495,0.453176486018,0.38704101285,"Before","Peasant Painter"
"1591721298-8193",1885,0.443091776649,0.426945838211,0.389840547154,0.252893056422,"Before","Peasant Painter"
"1591721298-8194",1885,0.507414628369,0.518166701395,0.422032754351,0.341504458433,"Before","Peasant Painter"
"1591721298-8195",1885,0.51815464801,0.518892299131,0.460822606081,0.360745832698,"Before","Peasant Painter"
"1591721298-8196",1885,0.440681869569,0.475195001094,0.407029129499,0.405145328466,"Before","Peasant Painter"
"1591721298-8197",1885,0.439647300662,0.507781128796,0.548921320467,0.44064679487,"Before","Peasant Painter"
"1591721298-8198",1885,0.500620617491,0.43849192012,0.456776862106,0.364254153339,"Before","Peasant Painter"
"1591721298-8199",1885,0.513597211131,0.42388452762,0.448145852571,0.30759013988,"Before","Peasant Painter"
"1591721298-8200",1885,0.468813749831,0.393738529171,0.462197482833,0.383953574384,"Before","Peasant Painter"
"1591721298-8201",1885,0.478880622182,0.415399292328,0.49225595856,0.328529994148,"Before","Peasant Painter"
"1591721298-8202",1885,0.47236257295,0.517830991299,0.478239792972,0.293376807995,"Before","Peasant Painter"
"1591721298-8203",1885,0.425868486732,0.523664092494,0.373487846501,0.364320815389,"Before","Peasant Painter"
"1591721298-8204",1885,0.459180592167,0.480592081324,0.468603947979,0.367417132683,"Before","Peasant Painter"
"1591721298-8205",1885,0.415176205673,0.438817944972,0.475038083103,0.298990423061,"Before","Peasant Painter"
"1591721298-8206",1885,0.466281637754,0.467032996463,0.451601641029,0.283166350102,"Before","Peasant Painter"
"1591721298-8207",1885,0.425279356002,0.471404422903,0.34232536396,0.222758799497,"Before","Peasant Painter"
"1591721298-8208",1885,0.433706680461,0.510064282303,0.43161597915,0.385064437702,"Before","Peasant Painter"
"1591721298-8209",1885,0.511651920574,0.369027111089,0.5332022393,0.386465634885,"Before","Peasant Painter"
"1591721298-8210",1885,0.422825699344,0.449185776952,0.454184668736,0.290643076029,"Before","Peasant Painter"
"1591721298-8211",1885,0.587145327465,0.431387956713,0.475287139187,0.428851802381,"Before","Peasant Painter"
"1591721298-8212",1885,0.561271749595,0.481408794346,0.538935306025,0.324063728008,"Before","Peasant Painter"
"1591721298-8213",1885,0.431073701667,0.435373473727,0.446421493484,0.34255149405,"Before","Peasant Painter"
"1591721298-8214",1885,0.549423935561,0.459790213723,0.452409277983,0.257651650438,"Before","Peasant Painter"
"1591721298-8215",1885,0.531706041158,0.493756841118,0.446159293747,0.365439157643,"Before","Peasant Painter"
"1591721298-8216",1885,0.487159024203,0.478044353715,0.462533048727,0.259909060017,"Before","Peasant Painter"
"1591721298-8217",1885,0.499015505925,0.50798479437,0.377414652533,0.38192375871,"Before","Peasant Painter"
"1591721298-8218",1885,0.515645765012,0.412090486913,0.363982222237,0.236926858878,"Before","Peasant Painter"
"1591721298-8219",1885,0.471685632573,0.550037661049,0.417617997798,0.309525274254,"Before","Peasant Painter"
"1591721298-8220",1885,0.427843079035,0.568395837478,0.438078493289,0.304514385182,"Before","Peasant Painter"
"1591721298-8221",1885,0.462302995409,0.402080894272,0.448047830185,0.316892887993,"Before","Peasant Painter"
"1591721298-8222",1885,0.445437477124,0.420828114308,0.482308396237,0.354365671057,"Before","Peasant Painter"
"1591721298-8223",1885,0.428050350824,0.393750812112,0.435426928449,0.296521387289,"Before","Peasant Painter"
"1591721298-8224",1885,0.458189667473,0.499788449543,0.473525633362,0.370454649367,"Before","Peasant Painter"
"1591721298-8225",1885,0.504403663697,0.375801057112,0.456333581679,0.307993598436,"Before","Peasant Painter"
"1591721298-8226",1885,0.445768421097,0.511496755637,0.525182266205,0.365024331407,"Before","Peasant Painter"
"1591721298-8227",1885,0.445144478844,0.458545229376,0.437671925705,0.269820234145,"Before","Peasant Painter"
"1591721298-8228",1885,0.508288098614,0.491627619282,0.428105374129,0.288398939729,"Before","Peasant Painter"
"1591721298-8229",1885,0.391052632776,0.467021943226,0.511079256601,0.392801159186,"Before","Peasant Painter"
"1591721298-8230",1885,0.453643386385,0.531002952225,0.440652265131,0.307187288269,"Before","Peasant Painter"
"1591721298-8231",1885,0.469441219429,0.553030185583,0.531533982032,0.435690515726,"Before","Peasant Painter"
"1591721298-8232",1885,0.552408464172,0.545945718637,0.481509296148,0.440206966976,"Before","Peasant Painter"
"1591721298-8233",1885,0.482676262121,0.553314118207,0.405047215097,0.403257961899,"Before","Peasant Painter"
"1591721298-8234",1885,0.522946402362,0.465992081511,0.506707578788,0.45175723756,"Before","Peasant Painter"
"1591721298-8235",1885,0.402293123578,0.60092707797,0.467292801592,0.403263463049,"Before","Peasant Painter"
"1591721298-8236",1885,0.438310153599,0.440386393377,0.416114444139,0.36906704955,"Before","Peasant Painter"
"1591721298-8237",1885,0.41604388504,0.469712798951,0.501629379861,0.535934399435,"Before","Peasant Painter"
"1591721298-8238",1885,0.495437150773,0.451621622297,0.532900469066,0.5418371512,"Before","Peasant Painter"
"1591721298-8239",1885,0.549294162663,0.520574378958,0.558058866704,0.400783384198,"Before","Peasant Painter"
"1591721298-8240",1885,0.495359671172,0.49132316499,0.41293793413,0.334106880995,"Before","Peasant Painter"
"1591721298-8241",1885,0.470459728651,0.370861535335,0.397566248388,0.205990453712,"Before","Peasant Painter"
"1591721298-8242",1885,0.415107478992,0.521515763652,0.445392559033,0.466750873003,"Before","Peasant Painter"
"1591721298-8243",1885,0.403988994841,0.534691356094,0.432526813241,0.401937783503,"Before","Peasant Painter"
"1591721298-8244",1885,0.471310189339,0.451125823287,0.415097867619,0.300469257137,"Before","Peasant Painter"
"1591721298-8245",1885,0.468031159817,0.39112125747,0.427216281221,0.316669966812,"Before","Peasant Painter"
"1591721298-8246",1885,0.506068330244,0.473997889175,0.422651743659,0.31271444888,"Before","Peasant Painter"
"1591721298-8247",1885,0.5249965911,0.570451722633,0.451282324161,0.373711505797,"Before","Peasant Painter"
"1591721298-8248",1885,0.494897325934,0.507623572149,0.398182453416,0.28926088253,"Before","Peasant Painter"
"1591721298-8249",1885,0.412877596514,0.476145233302,0.503524674371,0.36115818168,"Before","Peasant Painter"
"1591721298-8250",1885,0.575827716502,0.387574662561,0.401001359152,0.38493514581,"Before","Peasant Painter"
"1591721298-8251",1885,0.485657134811,0.586905195634,0.546532440038,0.427344160899,"Before","Peasant Painter"
"1591721298-8252",1885,0.422867571337,0.56742554169,0.402497425806,0.41234224277,"Before","Peasant Painter"
"1591721298-8253",1885,0.439795867618,0.504287652244,0.443405536612,0.531781204827,"Before","Peasant Painter"
"1591721298-8254",1885,0.511845393509,0.455293619033,0.583291923654,0.475658591281,"Before","Peasant Painter"
"1591721298-8255",1885,0.365982538655,0.536576694605,0.364513875183,0.423408355081,"Before","Peasant Painter"
"1591721298-8256",1885,0.472681292018,0.519291167914,0.486810193818,0.417686997028,"Before","Peasant Painter"
"1591721298-8257",1885,0.393818742343,0.576087767369,0.554233360904,0.562813628648,"Before","Peasant Painter"
"1591721298-8258",1885,0.447070412882,0.593752293712,0.361542237195,0.434341242082,"Before","Peasant Painter"
"1591721298-8259",1885,0.463885235966,0.431501684403,0.364455086825,0.339682785036,"Before","Peasant Painter"
"1591721298-8260",1885,0.435886938902,0.641559476503,0.492989479252,0.64673762844,"Before","Peasant Painter"
"1591721298-8261",1885,0.405016719845,0.556301758488,0.374396108658,0.542679258995,"Before","Peasant Painter"
"1591721298-8262",1885,0.455627656183,0.53745005758,0.504351818307,0.535322734798,"Before","Peasant Painter"
"1591721298-8263",1885,0.360444647055,0.490960838652,0.457984133693,0.484374199161,"Before","Peasant Painter"
"1591721298-8264",1885,0.45130703332,0.622728674217,0.466292822483,0.422944574929,"Before","Peasant Painter"
"1591721298-8265",1885,0.458760474507,0.500536930051,0.361662450557,0.282400463757,"Before","Peasant Painter"
"1591721298-8266",1885,0.45084011271,0.384861053958,0.388740406609,0.315742289052,"Before","Peasant Painter"
"1591721298-8267",1885,0.502030904755,0.475211322023,0.501701543397,0.399073148506,"Before","Peasant Painter"
"1591721298-8268",1885,0.474061604513,0.576339298611,0.486975032775,0.436515653816,"Before","Peasant Painter"
"1591721298-8269",1885,0.472279924999,0.514374369124,0.490366138304,0.351594831348,"Before","Peasant Painter"
"1591721298-8270",1885,0.549539696817,0.519919420249,0.471234684811,0.37541639105,"Before","Peasant Painter"
"1591721298-8271",1885,0.413904552978,0.466001795801,0.407425173891,0.310690742033,"Before","Peasant Painter"
"1591721298-8272",1885,0.487777039659,0.478637538613,0.440316181402,0.349382670783,"Before","Peasant Painter"
"1591721298-8273",1885,0.438800161051,0.486192063416,0.530065568935,0.427649475091,"Before","Peasant Painter"
"1591721298-8274",1885,0.491121096769,0.596185526246,0.552355328927,0.62690518099,"Before","Peasant Painter"
"1591721298-8275",1885,0.443306997898,0.568716903187,0.471518605567,0.506873294917,"Before","Peasant Painter"
"1591721298-8276",1885,0.469299724736,0.608714201722,0.423439781239,0.479434707977,"Before","Peasant Painter"
"1591721298-8277",1885,0.440564309651,0.596883943367,0.42823072531,0.620997741371,"Before","Peasant Painter"
"1591721298-8278",1885,0.422035415257,0.475101018493,0.413831274962,0.519750433522,"Before","Peasant Painter"
"1591721298-8279",1885,0.441438303161,0.520699698284,0.42947153093,0.425443093923,"Before","Peasant Painter"
"1591721298-8280",1885,0.435457041871,0.484785963149,0.372884091371,0.381915094048,"Before","Peasant Painter"
"1591721298-8281",1885,0.415047761669,0.618739440085,0.355631603451,0.402048247898,"Before","Peasant Painter"
"1591721298-8282",1885,0.307271227189,0.523272765531,0.333606371818,0.427608662362,"Before","Peasant Painter"
"1591721298-8283",1885,0.406275674222,0.595231117186,0.376647436757,0.485002656105,"Before","Peasant Painter"
"1591721298-8284",1885,0.449570993839,0.398573930563,0.48133112879,0.417702899376,"Before","Peasant Painter"
"1591721298-8285",1885,0.389518817299,0.542631499188,0.362328186704,0.344829895213,"Before","Peasant Painter"
"1591721298-8286",1885,0.4031073439,0.472778682692,0.368626607363,0.351613408177,"Before","Peasant Painter"
"1591721298-8287",1885,0.405174753984,0.616061305624,0.499968005778,0.495042104154,"Before","Peasant Painter"
"1591721298-8288",1885,0.458672221339,0.473603482746,0.4219061428,0.348774259641,"Before","Peasant Painter"
"1591721298-8289",1885,0.406013481321,0.525327166142,0.370341731612,0.360434405724,"Before","Peasant Painter"
"1591721298-8290",1885,0.362188476161,0.575026862181,0.313793051232,0.446502732189,"Before","Peasant Painter"
"1591721298-8291",1885,0.483867894767,0.385738051476,0.497239561391,0.455093491556,"Before","Peasant Painter"
"1591721298-8292",1885,0.472135684691,0.512687379968,0.347197053577,0.405541985019,"Before","Peasant Painter"
"1591721298-8293",1885,0.570969960877,0.522275703661,0.495155675372,0.433321746088,"Before","Peasant Painter"
"1591721298-8294",1885,0.49216202376,0.333360591806,0.480153515129,0.298376906437,"Before","Peasant Painter"
"1591721298-8295",1885,0.502552434233,0.38770503025,0.433469978582,0.300113806608,"Before","Peasant Painter"
"1591721298-8296",1885,0.552759171362,0.614794867445,0.411393792198,0.452606253945,"Before","Peasant Painter"
"1591721298-8297",1885,0.530753695516,0.444001281714,0.483930864362,0.459382800351,"Before","Peasant Painter"
"1591721298-8298",1885,0.476381200912,0.418566151437,0.406984278068,0.339388747283,"Before","Peasant Painter"
"1591721298-8299",1885,0.477345246406,0.587496036622,0.484253084986,0.573581889458,"Before","Peasant Painter"
"1591721298-8300",1885,0.452039539885,0.316862658869,0.451611230298,0.330976791287,"Before","Peasant Painter"
"1591721298-8301",1885,0.402254471059,0.744474533197,0.53229289312,0.511581043874,"Before","Peasant Painter"
"1591721298-8302",1885,0.514032418343,0.514596331003,0.477133715733,0.37590013829,"Before","Peasant Painter"
"1591721298-8303",1885,0.484505823819,0.737051133599,0.479626518727,0.63794116058,"Before","Peasant Painter"
"1591721298-8304",1885,0.468632173424,0.527944567902,0.474925756925,0.366807113674,"Before","Peasant Painter"
"1591721298-8305",1885,0.45102232566,0.563909155174,0.504339272272,0.423335647287,"Before","Peasant Painter"
"1591721298-8306",1885,0.440839870476,0.514334923868,0.56981336106,0.481947079564,"Before","Peasant Painter"
"1591721298-8307",1885,0.52325552538,0.437732078098,0.494652039603,0.337129480776,"Before","Peasant Painter"
"1591721298-8308",1885,0.452551267481,0.587352593351,0.410031291317,0.454855958786,"Before","Peasant Painter"
"1591721298-8309",1885,0.503430878982,0.396160262105,0.444935601287,0.374362149586,"Before","Peasant Painter"
"1591721298-8310",1885,0.590981019294,0.391813496106,0.434469502021,0.553416612575,"Before","Peasant Painter"
"1591721298-8311",1885,0.332491277996,0.511953906368,0.493526775291,0.470453372934,"Before","Peasant Painter"
"1591721298-8312",1885,0.458855217397,0.396810193964,0.443886898465,0.378972684554,"Before","Peasant Painter"
"1591721298-8313",1885,0.465361478229,0.523928819156,0.488217926139,0.553010927444,"Before","Peasant Painter"
"1591721298-8314",1885,0.534188022517,0.696433909423,0.562730393496,0.519816209865,"Before","Peasant Painter"
"1591721298-8315",1885,0.484282944987,0.61263092085,0.455310842834,0.486550842834,"Before","Peasant Painter"
"1591721298-8316",1885,0.503946799723,0.423655474974,0.543823871588,0.419619542062,"Before","Peasant Painter"
"1591721298-8317",1885,0.471804777281,0.516461527128,0.488873575957,0.396570143407,"Before","Peasant Painter"
"1591721298-8318",1885,0.553772690729,0.532902716338,0.449389128475,0.487201693224,"Before","Peasant Painter"
"1591721298-8319",1885,0.613552709157,0.573412668537,0.60512309133,0.544224120917,"Before","Peasant Painter"
"1591721298-8319",1886,0.613552709157,0.573412668537,0.60512309133,0.544224120917,"Before","Dark"
"1591721298-8320",1885,0.448825344643,0.510816484136,0.361502986168,0.417910434314,"Before","Peasant Painter"
"1591721298-8321",1886,0.431533952367,0.538556576091,0.469910199513,0.301966516817,"Before","Dark"
"1591721298-8322",1886,0.554257951877,0.53781847081,0.487865422228,0.548142717934,"Before","Dark"
"1591721298-8323",1886,0.611137378036,0.604297023249,0.58199161902,0.544809210594,"Before","Dark"
"1591721298-8324",1886,0.527233411012,0.584257708069,0.461135972166,0.497369895562,"Before","Dark"
"1591721298-8325",1886,0.529276733011,0.560153218357,0.445608878699,0.520250427093,"Before","Dark"
"1591721298-8326",1886,0.514883960353,0.54821471468,0.494502120636,0.473102019273,"Before","Dark"
"1591721298-8327",1886,0.488331675294,0.501886455358,0.521882742711,0.453789268912,"Before","Dark"
"1591721298-8328",1886,0.531063172799,0.57703305302,0.347305685537,0.460424311736,"Before","Dark"
"1591721298-8329",1886,0.530686662439,0.460083536016,0.619916333874,0.443653808669,"Before","Dark"
"1591721298-8330",1886,0.539844629911,0.548910517045,0.520434968805,0.501006009914,"Before","Dark"
"1591721298-8331",1886,0.506417509645,0.554799555647,0.504102033301,0.516271978388,"Before","Dark"
"1591721298-8332",1886,0.460172069559,0.581957284434,0.392046099639,0.42852194327,"Before","Dark"
"1591721298-8333",1886,0.439410099517,0.54870015551,0.520189813497,0.451000981302,"Before","Dark"
"1591721298-8334",1886,0.46687654437,0.467302019083,0.406993147505,0.455285860344,"Before","Dark"
"1591721298-8335",1886,0.423930318425,0.543871249396,0.441284657678,0.442223403359,"Before","Dark"
"1591721298-8336",1886,0.516559511578,0.531281750892,0.489947829295,0.560881052676,"Before","Dark"
"1591721298-8337",1886,0.450917909104,0.607994851778,0.372532341774,0.487267256388,"Before","Dark"
"1591721298-8338",1886,0.512686089041,0.40041197586,0.563782539771,0.451344503297,"Before","Dark"
"1591721298-8339",1886,0.491125447039,0.386490795098,0.493859988965,0.507415817304,"Before","Dark"
"1591721298-8340",1886,0.487172050207,0.495551462512,0.536623406559,0.532891331672,"Before","Dark"
"1591721298-8341",1886,0.469901380436,0.561815623943,0.552765195638,0.496372216276,"Before","Dark"
"1591721298-8342",1886,0.45555663954,0.448639839103,0.515886235217,0.518581338716,"Before","Dark"
"1591721298-8343",1886,0.418986583457,0.52203786592,0.499819028008,0.42393041717,"Before","Dark"
